image,rotation,blur,brightness
prescription_0.png,-4.916801403166209,True,0.9023397458269552
prescription_1.png,1.9549046343491003,False,1.0524985240987417
prescription_2.png,-1.8778068837057011,False,1.0910772052476305
prescription_3.png,3.9948562855181606,False,0.949657930921207
prescription_4.png,-3.5237862331117293,True,1.0829590414623917
prescription_5.png,2.7742559024832882,False,1.0749070741896982
prescription_6.png,4.3386683555444705,False,1.1250006443427274
prescription_7.png,4.213547655728979,False,0.9827899475161574
prescription_8.png,0.6858740125142901,True,0.8651932838731935
prescription_9.png,-6.978786758486685,True,0.8927770194968123
prescription_10.png,-0.7574507196786477,False,1.0461055996420412
prescription_11.png,2.0813787261797625,False,0.920011085374686
prescription_12.png,-4.735745267864003,False,1.0909631781250384
prescription_13.png,-2.103981341042105,False,1.059193503870195
prescription_14.png,-0.6539453560959494,True,1.08838246747566
prescription_15.png,3.1498096738051036,True,0.9334896613206525
prescription_16.png,0.12876466659479835,False,1.106781701020151
prescription_17.png,4.978509205075241,False,0.8588239948680473
prescription_18.png,1.742801598419213,True,1.091757500255499
prescription_19.png,5.538182938449566,True,1.0794909213388615
prescription_20.png,2.995940794725218,False,0.8826394310928007
prescription_21.png,-3.4902986354269356,False,0.9586714723709222
prescription_22.png,-3.9701308669809157,True,1.029580702028603
prescription_23.png,4.762863312751177,False,1.0390736840205106
prescription_24.png,4.459703214495574,False,0.9209465068863456
prescription_25.png,1.8310626451327838,True,0.8615035764947804
prescription_26.png,-2.966826239400241,True,1.003043021421087
prescription_27.png,-5.019203840395697,False,0.9707345725124279
prescription_28.png,5.560207167294202,False,1.0280929401436536
prescription_29.png,1.3901733739801596,True,1.0797607010113592
prescription_30.png,-1.7996162832404998,True,0.9533015211226529
prescription_31.png,-3.236111936406286,False,1.1296968873224305
prescription_32.png,4.684920575645471,True,0.9559866826594219
prescription_33.png,-3.8508223040758534,False,1.010112875689038
prescription_34.png,1.0158769536209462,False,0.8717184304219159
prescription_35.png,-5.354689638782409,False,0.9220171652418758
prescription_36.png,6.811252329763796,False,0.8512964150119811
prescription_37.png,-6.272898313557473,False,0.9164408406614022
prescription_38.png,-0.6042864118211551,True,1.114946036736396
prescription_39.png,1.6606565078777376,False,1.09269858896699
prescription_40.png,-5.432767916657926,False,1.1058842408646437
prescription_41.png,4.575840583780318,False,1.1388050079506264
prescription_42.png,-6.582603638883752,False,1.054933693838694
prescription_43.png,-4.813862314909073,False,0.869958550212103
prescription_44.png,5.473815994009772,True,1.0314375452283382
prescription_45.png,-6.581670521713211,False,1.1318304467555977
prescription_46.png,-5.578014392070789,True,1.1372723880730606
prescription_47.png,3.968399765466568,True,0.8893508377998386
prescription_48.png,3.7380671577712707,False,1.0365585437209603
prescription_49.png,6.455642462280091,False,0.9320980923098549
